14M,"  ST THOMAS MOUNT R.S,  VANUVAMPET,  PUZHITHIVAKKAM MRTS,  KAIVELI,  MADIPAKKAM RD. JN./POONIAMMAN,  KILKATTALAI,  VELLAIKAL"
,
15,"  M.G.R.CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM"
,
150,"  M.G.R.CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  THIRUVERKADU,  SUNDARASOZHAPURAM,  PARUTHIPATTU RD. JN.,  GOVARDANAGIRI,  AVADI MOSQUE"
,
153A,"  KOYAMBEDU SCHOOL,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMAZHISAI,  VELLAVEDU,  NEMAM,  PUTHUCHATHIRAM,  METTUKANDIGAI,  MURUKKANCHERI,  ARANVOYAL KUPPAM,  ARANVOYAL,  VENKATHUR,  MANAVALAN NAGAR,  OIL MILL"
,
153P,"  KOYAMBEDU SCHOOL,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIMEDU,  THANDALAM RD JN.,  TSR RAJALAKSHMI NAGAR,  VALARPURAM,  MANNUR VILLAGE,  SOWBAKKIYA NAGAR,  KATTU ROAD JN,  VAYALUR CROSS ROAD,  MUDHUKUR CROSS ROAD,  POOVALLI KUPPAM,  MEPPEDU,  MEPPEDU ROAD JN,  KONDANCHERY CHRISTHUVA SABAI,  KOOVAM"
,
153T,"  KOYAMBEDU SCHOOL,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIMEDU,  THANDALAM RD JN.,  TSR RAJALAKSHMI NAGAR,  VALARPURAM,  MANNUR,  KALSAR ENG.COLLEGE,  KRS PALLAVAN PHARM COLLEGE,  VALASAI ELLUPAI RD JN,  PUDUVALLUR JN.,  KOPPUR SCHOOL,  SUNNAMBUKULAM,  ARANVOYAL KUPPAM,  ARANVOYAL,  VENKATHUR,  MANAVALAN NAGAR,  OIL MILL"
,
154,"  SAIDAPET,  CONCORDE,  GUINDY TVK ESTATE,  BUTT ROAD,  RAMAPURAM,  MUGALIVAKKAM,  PORUR,  IYYAPPANTHANGAL,  KUMUNANCHAVADI"
,
154B,"  CHIDAMBARAM STORES,  VANUVAMPET,  ST THOMAS MOUNT R.S,  BURIAL GROUND,  ST THOMAS MOUNT PO,  BUTT ROAD,  RAMAPURAM,  MUGALIVAKKAM,  PORUR,  IYYAPPANTHANGAL,  KUMUNANCHAVADI"
,
154E,"  CIPET,  BUTT ROAD,  RAMAPURAM,  MUGALIVAKKAM,  PORUR,  IYYAPPANTHANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMAZHISAI"
,
155A,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MEENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRPORT,  PALLAVARAM,  NAGALKENI,  THIRUNEERMALAI,  VAZHUTHALAMBEDU RD. JN,  THIRUMUDIVAKKAM"
,
157,"  THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  KORUKKUPET,  SLUM CLEARANCE BOARD,  M.K.B.NAGAR EAST,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM"
,
157E,"  THAZHANKUPPAM,  KOTHARI,  ASHOK LEYLAND MARK.DIV.,  I.C.I.,  LIFT GATE,  SATHYAMURTHY NAGAR,  JN. OF PONNERI RD & ERANOOR,  CPCL,  MANALI RD JN.,  MANALI SEKADU,  MADHAVARAM MILLK COLONY,  MADHAVARAM POST BOX,  MOOLAKADAI,  KALPANA LAMPS/MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM"
,
159,"  THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  VALLALAR NAGAR,  REGAL,  CHOOLAI P.O,  LADY MCTM SCHOOL/MILLERS RD,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI"
,
159A,"  THRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  VALLALAR NAGAR,  REGAL,  CHOOLAI P.O,  LADY MCTM SCHOOL/MILLERS RD,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM"
,
159B,"  TONDAIAYRPET,  THEAGARAYA COLLEGE,  VALLALAR NAGAR,  REGAL,  CHOOLAI P.O,  MILLERS ROAD,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM"
,
159E,"  THAZHANKUPPAM,  KOTHARI,  ASHOK LEYLAND MARK.DIV.,  I.C.I.,  THIRUVOTRIYUR,  THRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  VALLALAR NAGAR,  REGAL,  CHOOLAI P.O,  LADY MCTM SCHOOL/MILLERS RD,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM"
,
159K,"  SATHIYAMOORTHY NAGAR,  ERNAVOOR GATE,  THIRUVOTRIYUR,  THRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  VALLALAR NAGAR,  REGAL,  CHOOLAI P.O,  LADY MCTM SCHOOL/MILLERS RD,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM"
,
15BET,"  ARUMBAKKAM,  NADUVANKARAI,  AMINJIKARAI,  TAYLORS ROAD,  DASAPRAKASH,  M.G.R.CENTRAL,  PARRYS,  CLIVE BATTERY,  ROYAPURAM P.S,  TONDAIAYRPET,  THANGAL,  ELLAIAMMAN KOIL"
,
15C,"  M.G.R.CENTRAL,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  STERLING RD./METROLOG. DEPT.,  NUNGAMBAKKAM R.S.,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM"
,
15F,"  M.G.R.CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  M.G.R.KOYAMBEDU,  KOYAMBEDU P.S,  CHINMAYA NAGAR,  VIRUGAMBAKKAM"
,
15G,"  M.G.R.CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINJIKARAI,  JN. OF R.GARDEN & PEVR H.RD.,"
,
164,"  MOOLAKADAI,  MADHAVARAM POST BOX,  MADHAVARAM MILLK COLONY,  MANALI SEKADU,  MANALI RD JN.,  JN. OF PONNERI RD & ERANOOR,  ANDARKUPPAM,  ECHANKUZHI /MANALI NEW TOWN RD,  NAPALAYAM,  KONDAKKARAI,  PATTAMANDIRI,  MINJUR B.D.O"
,
166,"  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S.,  ANDARKUPPAM,  ANAKAPUTHUR,  PAMMAL,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM"
,
16J,"  KUMUNANCHAVADI,  IYYAPPANTHANGAL,  PORUR,  VALASARAVAKKAM,  VIRUGAMBAKKAM,  CHINMAYA NAGAR,  KOYAMBEDU P.S"
,
16K,"  KOYAMBEDU P.S,  M.M.D.A.COLONY RD.JN.,  CHINMAYA NAGAR,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN."
,
170C,"  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  MALLIGAI NAGAR AVE,  WATER PIPE THATHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET"
,
170CE,"  MANALAI SEEKADU,  MADHAVARAM MILLK COLONY,  MADHAVARAM POST BOX,  MOOLAKADAI,  THIRU.VI.KA.NAGAR,  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  MALLIGAI NAGAR AVE,  WATER PIPE THATHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET"
,
170K,"  S.R.P. COLONY,  KOLATHUR,  MALLIGAI NAGAR AVE,  WATER PIPE THATHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET"
,
17D,"  M.G.R.CENTRAL,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  STERLING RD./METROLOG. DEPT.,  VETERINARY HOSPITAL,  TRUSTPURAM,  PUDUR HIGH SCHOOL,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL"
,
17E,"  M.G.R.CENTRAL,  PERIYAR BRIDGE,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  UTHAMAR GANDHISALAI (CORP.OFF),  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI"
,
17K,"  M.G.R.CENTRAL,  PERIYAR BRIDGE,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  UTHAMAR GANDHISALAI (CORP.OFF),  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI"
,
188A,"  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MUGALIVAKKAM,  MUGALIVAKKAM ARASAMARAM,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN."
,
188C,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MANAPAKKAM P.U.O,  MANAPAKKAM P.U.O,  MANAPAKKAM VILLAGE,  KOLAPAKKAM,  MURUGAN KOIL / GIRUGAMBAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN."
,
188ET,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  VASANTHAM NAGAR,  MANAPAKKAM P.U.O,  MANAPAKKAM VILLAGE,  KOLAPAKKAM,  MURUGAN KOIL / GIRUGAMBAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN."
,
188K,"  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MUGALIVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  MOONDRAM KATTALAI,  KUNDRATHUR B.S.,  SIRUKALATHUR,  AZHAKESAN NAGAR,  PUDUPEIR ROAD JN,  PUDUNALLUR"
,
18A,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MEENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRPORT,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM"
,
18B,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  ENG.COLLEGE"
,
18D,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY RACE COURSE OFFICE,  SECRETARIAT COLONY,  ST THOMAS MOUNT PO,  VANUVAMPET,  PUZHITHIVAKKAM MRTS,  KAIVELI,  MADIPAKKAM RD. JN./POONIAMMAN"
,
18E,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  ANGALAMMAN KOIL"
,
18G,"  M.G.R.CENTRAL,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  STERLING RD./METROLOG. DEPT.,  VIDYODAYA,  PONDY BAZAAR,  THIAGARAYA NAGAR,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MEENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRPORT,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM"
,
18K,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SRINIVASA THEATER"
,
18N,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  PAZHAVANTHANGAL ROAD JN.,  CHIDAMBARAM STORES,  NANGANALLUR,  MOOVARASANPET,  MADIPAKKAM RD. JN."
,
18P,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY RACE COURSE OFFICE,  SECRETARIAT COLONY,  ADAMBAKKAM P.S,  BRINDAVAN COLONY,  PUZHITHIVAKKAM RD JN.,  VANUVAMPET,  PUZHITHIVAKKAM MRTS,  KAIVELI,  MADIPAKKAM RD. JN./POONIAMMAN"
,
18R,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  PAZHAVANTHANGAL ROAD JN.,  CHIDAMBARAM STORES"
,
18X,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MEENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRPORT,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGALATHUR,  SADANANDAPURAM,  ALAPAKKAM,  NERKUNDRAM,  KOLAPAKKAM,  MANDAVELI (OONAMANCHERI)"
,
19,"  SAIDAPET,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  SEMMANCHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAN ENG. COLLEGE,  KELAMBAKKAM,  CHENGAMMAL RD. JN.,  KOMAN NAGAR RD JN.,  KALAVAKKAM TEA STALL"
,
19A,"  SAIDAPET,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  NUCLEUS COMPANY"
,
19B,"  CONCORDE,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  SEMMANCHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAN ENG. COLLEGE"
,
19BET,"  SAIDAPET,  CONCORDE,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  SEMMANCHERI,  NAVALUR,  NAVALUR CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAN ENG. COLLEGE,  KELAMBAKKAM,  PATTINATHAMMAN KOVIL,  KUPPAMMA NAGAR,  BALAMMA NAGAR"
,
19C,"  SAIDAPET,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP"
,
19D,"  ADYAR DEPOT,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  NUCLEUS COMPANY"
,
19GCT,"  SRINIVASA THEATER,  SAIDAPET,  ENG.COLLEGE,  ADYAR B.S.,  ADYAR DEPOT,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKENI,  CHOLA MANDAL,  INJAMBAKKAM,  PANAIYUR,  UTHANDI VILLAGE,  KANATHUR,  NATURE CARE HOSPITAL,  MUTTUKKADU,  MUTTUKKADU BOAT YARD"
,
19P,"  ADYAR DEPOT,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  SEMMANCHERI,  NAVALUR,  THALAMBUR,  SIRUCHERI,  SONALUR / PUDUR,  PUDUPAKKAM,  VANDALUR ROAD.JN.,  SATHANKUPPAM"
,
19V,"  KUMARAN NAGAR,  SEMMANCHERI,  NAVALUR,  SIPCOT,  SIRUSERI I.T.PARK,  PUDUPAKKAM,  PUDUPAKKAM RD JN,  CAMP ROAD,  MAMBAKKAM,  KANDIGAI,  VENGAMBAKKAM,  KOLAPAKKAM,  ANNA NAGAR"
,
1B,"  THIRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MEENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRPORT,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM"
,
1C,"  ASHOK LEYLAND,  ERNAVOOR GATE,  THIRUVOTRIYUR,  THIRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  M.G.R.CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADYAR O.T.,  ADYAR DEPOT"
,
1D,"  THAZHANKUPPAM,  KOTHARI,  ASHOK LEYLAND MARK.DIV.,  I.C.I.,  CORBORUNDUM UNIVERSAL,  BUILDERS INDUSTRY,  BURMAH SHELL PETROL BUNK,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  M.G.R.CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADYAR O.T.,  ADYAR DEPOT"
,
2,"  TRIPLICANE OT.,  P.OR & SONS,  M.G.R.CENTRAL,  CHOOLAI MILL,  P1.POLICE STATION,  VYASARPADI,  M.K.B.NAGAR,  SIDCO"
,
20,"  M.G.R.CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM"
,
202,"  TAMBARAM TOWN LIMIT,  OLD PERUNGALATHUR,  MUDICHUR,  ERUMAIYUR-II,  TRAFFIC AID POST,  THIRUMUDIVAKKAM SIDCO-I,  CHEMBARAMBAKKAM,  MALAYAMBAKKAM EAST,  THIDEERKUPPAM(THOPPU),  PETTAI,  DUKKANAMPATTU,  KANNACHERY,  THIRUMANAN,  AMUTHAMBEDU-II,  KARUNAKARACHERY,  PATTABIRAM,  KAVARAIPALAYAM"
,
206,"  PALAKKA COMPANY,  URAPAKKAM,  VANDALUR ZOO,  VANDALUR GATE,  PERUNGALATHUR,  IRUMBULIYUR,  TAMBARAM,  TAMBARAM TOWN LIMIT,  OLD PERUNGALATHUR,  MUDICHUR,  ERUMAIYUR-II,  TRAFFIC AID POST,  THIRUMUDIVAKKAM SIDCO-I,  CHEMBARAMBAKKAM,  MALAYAMBAKKAM EAST,  THIDEERKUPPAM(THOPPU),  POONAMALLEE,  KARAYANCAHVADI,  SENNEERKUPPAM,  MELPAKKAM,  GOVARDANAGIRI,  AVADI MOSQUE"
,
20A,"  M.G.R.CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATTUR I.E.,  MOGAIPAIR ROAD JN."
,
20D,"  M.G.R.CENTRAL,  DASAPRAKASH,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES"
,
21,"  M.G.R.CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A"
,
21C,"  M.G.R.CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADYAR O.T.,  ADYAR DEPOT,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  EASWARAN TEMPLE/PTC QRTS."
,
21EET,"  SECRETARIAT,  CHEPAUK,  Q.M.C,  FORESHORE ESTATE,  A.M.S.HOSPITAL,  ADYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM / MARI AMMN KOIL,  PORUR"
,
21G,"  SECRETARIAT,  CHEPAUK,  Q.M.C,  Y.M.I.A,  MANDAVELI,  ADYAR GATE,  KOTTURPURAM,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MEENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRPORT,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGALATHUR,  VANDALUR GATE"
,
21GCT,"  SECRETARIAT,  CHEPAUK,  Q.M.C,  Y.M.I.A,  MANDAVELI,  ADYAR GATE,  KOTTURPURAM,  ENG.COLLEGE,  CONCORDE"
,
21L,"  SECRETARIAT,  CHEPAUK,  Q.M.C,  FORESHORE ESTATE,  A.M.S.HOSPITAL,  ADYAR B.S.,  ENG.COLLEGE,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE"
,
22,"  KAMABAR ARANGAM,  SAYANI/AYNAVARAM,  KELLEYS,  DHARMAPRAKASH/PETROL BUNK,  EGMORE,  D1 POLICE STATION/DAMS ROAD,  TRIPLICANE,  Q.M.C,  ANNA SQUARE"
,
221,"  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SHOZHANGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  SEMMANCHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAN ENG. COLLEGE,  KELAMBAKKAM,  CHENGAMMAL RD. JN.,  KOMAN NAGAR RD JN.,  KALAVAKKAM TEA STALL"
,
221CT,"  NUCLEUS COMPANY,  KUMARAN NAGAR,  SHOZHANGANALLUR P.U.OFFICE,  KARAPAKKAM,  MOOTAKARAN CHAVADI,  THORAPPAKKAM TEA SHOP,  KANDANCHAVADI,  SRP TOOLS,  WOMEN'S POLYTECHNIC,  ENG.COLLEGE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  P.OR & SONS,  M.G.R.CENTRAL"
,
23C,"  ADYAR DEPOT,  ADYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  EGMORE,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS"
,
23C#,"  ADYAR DEPOT,  ADYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  EGMORE,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS"
,
23V,"  GURUNANAK COLLEGE,  JN.OF RACE COURSE RD,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  SHANTHI/DAMS RD.,  EGMORE,  DASAPRAKASH,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM"
,
242,"  M.G.R.CENTRAL,  DOVETON,  P1.POLICE STATION,  JAMALAYA,  VEENUS,  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  VINAYAGAPURAM,  KATHIRVEDU,  KAVANGARAI,  AAYURVEDA ASHRAMAM"
,
24A,"  MAHARANI,  BRINDAVAN COLONY,  AMINJIKARAI,  TAYLORS ROAD,  STERLING RD./METROLOG. DEPT.,  GEMINI P.H,  ROYAPETTA HOSPITAL"
,
25,"  VIVEKANANDA HOUSE,  ROYAPETTA HOSPITAL,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  IYYAPPANTHANGAL,  KUMUNANCHAVADI"
,
26,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR"
,
266,"  AVADI MOSQUE,  GOVARDANAGIRI,  MELPAKKAM,  SENNEERKUPPAM,  KARAYANCAHVADI,  KUMUNANCHAVADI,  MANGADU,  SIKKARAYAPURAM,  KOLLAICHERI,  KUNDRATHUR B.S.,  ANDARKUPPAM,  ANAKAPUTHUR,  PAMMAL,  PALLAVARAM,  CHROMEPET,  T.B.SANATORIUM"
,
26B,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MOULIVAKKAM,  BHARANIPUTHUR"
,
26J,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI"
,
26M,"  M.G.R.CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MUGALIVAKKAM RD. JN."
,
